Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Lab 20 (820189),Lab 21 (820190),Lab 22 (820187),Lab 23 (820188),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Homework 7 (820168),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Project 4 (820197),Midterm 1 (820191),Midterm 2 (820192),Final Exam (820162)
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,35,37,40.43,40,42,100,40,12,76.67,15,32,32,44
20,20,20,17.27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,80,50,50,100,90,32,37,42
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,15,20,20,50,50,50,50,49.2,0,50,100,50,50,100,25,39,41,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,40,45,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,20,20,50,50,50,50,50,50,0,100,50,50,100,40,36,43,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,40,44,60
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,61
20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,25,37.5,45,56
20,15,20,20,20,0,20,0,20,20,20,0,0,20,20,20,0,0,0,0,50,50,44,43,49.75,50,50,80,50,50,100,15,29,45,50
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,32,45,57
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,0,20,0,0,50,50,50,50,50,50,50,100,50,50,99.99,65,33.5,45,50
0,20,20,0,20,0,7,20,0,0,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,15,33,38,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,40,55
20,20,20,20,20,20,20,20,20,2.75,20,20,10,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34.5,45,50
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,37,24,50,40,50,100,50,42.5,100,100,25,33,40.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,20,15,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,60
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,98.55,0,31,25,40
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,30.5,33,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,37,42,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.9,100,38,44,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,34,100,50,50,100,75,40,45,52
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,35,43,55.5
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,0,50,50,50,50,100,50,50,100,0,33,38,43
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,37,43,46
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,51
20,20,15,8.52,20,20,20,20,20,5,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,39,45,55
20,10,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,50,47.73,20,0,100,27.5,35,41.46,0,28,32,40
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,35,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,20,20,20,20,0,50,50,50,50,10,50,100,50,50,66.79,0,35,43,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,90,50,50,100,0,31.5,44,51
20,20,0,20,20,20,20,20,0,20,20,0,0,20,0,0,20,20,0,20,50,0,0,0,0,0,0,100,50,50,100,100,28.5,36,46.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,52
20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,38,43,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,40,40,45,57
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,50,100,100,38,44,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,34,38,58
20,20,20,20,20,20,20,20,20,0,20,0,0,0,0,20,0,0,0,0,50,50,50,50,0,50,0,100,50,50,100,0,40,44,62
20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,20,0,50,0,0,0,0,40,35,0,0,0,15,32.5,22,47
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,100,36.5,42,52
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,56
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,50,50,50,50,50,100,50,50,100,100,26.5,40,46
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,40,45,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,45,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,36,43,56
20,20,0,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,0,0,0,50,0,0,0,0,0,0,30.5,27,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,35,37,47
0,20,20,20,20,20,20,20,20,20,20,0,0,20,0,20,20,20,20,20,50,50,50,39,50,10,50,60,50,27.5,50.99,25,36.5,43,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,36,44,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,50,40,50,50,50,50,100,50,50,100,75,35.5,45,48
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,39,43,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,62
17.5,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,35,44,54
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,0,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,34.5,43,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,38,44,51.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,47.73,50,0,100,50,50,100,0,36.5,45,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,50
0,20,20,20,0,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,50,0,50,50,100,100,32,41,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,15.34,50,50,100,50,50,100,25,33.5,45,54
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,50,40,45,56.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,50,100,50,50,100,75,25,32,27
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,30.5,37,53
20,20,20,20,20,20,20,20,20,14.5,0,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,50,33,38,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,94.67,100,34.5,41,54
20,20,20,20,20,0,20,20,20,0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,25.5,45,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37.5,45,60
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,58
20,20,20,18.83,17,0,20,20,8,0,10,20,20,20,20,20,20,0,20,0,30,50,50,50,47.73,50,50,100,50,50,99.99,25,25.5,41,44
20,0,20,8.38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,39,43,62
20,20,0,13.87,20,20,20,0,20,20,0,20,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,44,56
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,31.5,39,53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34,43,55.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,40,45,53
20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,36,42,45
20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,50.5
0,20,20,20,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.97,50,50,100,50,50,100,75,37,45,47
20,15,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,40,59
20,0,20,20,20,0,0,20,20,16.5,20,20,0,0,0,20,0,0,20,0,0,50,50,50,0,0,50,100,50,50,0,15,30.5,24,43
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,44,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50,50,100,100,28,44,50
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,46.5
20,20,20,19.89,20,0,20,20,20,20,20,20,20,20,20,20,9,0,20,20,45,50,50,50,50,50,40,100,50,50,100,25,30,42,59
20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,0,25,50,50,50,100,50,50,100,15,29,44,45
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50,50,100,42.5,35,100,0,33,37,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,100,23.5,36,40.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,40,50,50,50,50,50,100,50,50,76.62,100,36,39,59
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,34.5,44,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34.5,44,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34,43,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,0,50,50,50,50,50,50,100,50,50,100,40,26.5,42,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,0,50,50,100,50,50,100,100,37,43,52
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,32,42,43
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,45,59
20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,0,50,50,32,50,50,50,50,95,50,50,100,100,30.5,44,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,15,40,45,59
20,20,0,0,0,20,20,0,20,0,0,20,0,20,20,20,20,20,20,20,0,50,0,0,0,0,0,100,50,50,0,0,28.5,14,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,44,58
20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,35,50,50,50,50,50,50,100,50,50,100,100,18.5,19,32
20,15,20,7.02,20,20,20,20,20,20,0,20,20,20,20,20,20,0,0,20,50,50,40,50,50,0,50,100,50,50,100,15,35,33,51
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,57
20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,38,41,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,35,45,55
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,61
20,20,20,20,20,20,20,20,20,10.5,20,0,0,20,20,20,20,20,0,20,50,50,50,50,50,50,50,95,50,50,100,100,35,43,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,95,50,50,100,25,40,43,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,28,34,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,32,39,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38.5,44,59
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,40,59
20,20,20,18.14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,41,59
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,59
20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,50,50,50,0,50,50,50,100,50,50,100,100,40,45,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,39,44,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,95,50,50,100,100,27.5,45,49
20,20,20,20,20,20,20,20,20,20,0,20,0,20,0,0,20,20,0,0,35,0,50,50,0,0,0,100,50,50,0,50,32,40,49.96
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,44,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,41,92.49,25,35,36,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,41,50
20,20,20,20,20,20,20,20,20,20,0,0,20,4,20,20,20,0,20,0,50,50,50,50,50,50,50,100,50,50,100,40,40,44,61
20,15,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,44,50,50,50,50,100,50,50,98.18,100,37,43,49.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34,45,52
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,37,45,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34.5,43,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,0,50,100,50,50,0,100,26,29,42
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,40,40,45,49
20,0,20,20,20,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,60,0,0,0,0,38,0,0
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,28,40,47
0,20,0,20,20,20,20,20,0,20,20,20,20,0,0,0,0,0,0,0,50,50,50,50,50,50,50,100,50,50,100,100,38,44,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,45,55
20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,20,20,20,0,20,50,50,44,50,50,50,50,100,50,50,100,100,36,42,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,63
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,100,39,32,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,33,44,46
20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,0,20,0,0,0,50,0,50,50,0,0,0,100,50,50,0,0,38.5,43,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,40,45,56
20,20,20,20,0,0,20,20,16,11,20,20,0,0,4,20,20,10,20,20,30,50,50,50,50,0,34,100,50,50,99.99,25,30.5,29,42.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,44,50,0,50,50,100,50,50,100,50,39,44,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,36.5,42,53.5
20,0,20,20,20,20,20,0,0,0,0,20,20,20,8,20,20,15,0,12,50,50,50,50,50,50,0,100,50,50,78.33,0,38,36,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,35,45,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,34,45,53
20,20,20,20,20,20,20,20,20,20,20,20,15,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,50,100,50,50,100,75,29,43,48
20,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.99,100,32.5,43,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,45,59.5
0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,75,35,23,50
20,20,20,19.89,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,93.49,75,38,45,56.5
20,20,20,20,20,20,20,0,20,20,0,0,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,0,100,100,35,40,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,44,49
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,50,50,50,46,50,50,50,100,50,50,99.01,75,34,44,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,37,42,49
20,20,3,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,50,50,100,50,50,140,140,36,33,55
2.5,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,35,42,48
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,39,50,50,50,80,45,50,77.5,87.5,39,45,57
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,51
20,20,20,20,20,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,44,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,44,59
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37,37,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,45,50,100,25,32.5,42,55
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,38,44,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,50,100,50,50,100,100,40,45,60
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,60
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,37,41,55
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,45,60
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,38,42,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,43,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,42,56
20,0,20,19.91,7,0,20,20,0,20,20,20,20,14,12,0,0,0,0,0,0,50,50,50,50,0,0,100,50,50,0,0,40,43,55
0,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,36,42,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,36.5,45,42
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.93,75,40,45,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,37.5,44,56
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,40,45,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,39,44,56.5
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,49.75,50,50,100,50,50,100,100,35,44,45
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50,50,100,25,36,45,59
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,80,50,50,100,100,40,42,59
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,36,42,53
