Homework 1,Homework 2,Homework 3,Homework 4,Homework 5,Homework 6,Lab 02,Lab 03,Lab 04,Lab 05,Lab 06,Lab 07,Lab 08,Lab 09,Lab 10,Lab 11,Lab 12,Lab 13,Lab 14,Lab 15,Lab 16,Lab 17,Project 1,Project 2A,Project 2B,Project 3,Midterm 1,Midterm 2,Midterm 2 Grade
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,92.48,37.0,45.0,A+
45,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,100,50.0,50.0,100.0,37.0,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,42.0,A+
50,50,50,50,0.0,50,20.0,20.0,20,20.0,0,0,20,20,20,20.0,20,20,0,20,20,20,100,50.0,50.0,100.0,36.0,30.0,C
0,50,44,50,0.0,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,60,50.0,0.0,0.0,23.0,33.0,B-
50,50,35,37,40.43,40,20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,40.0,12.0,76.67,32.0,32.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,17.27,20,20,20,20,20,20.0,20,20,20,20,20,20,80,50.0,50.0,100.0,32.0,37.0,A-
50,50,50,50,49.2,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,20,20,100,50.0,50.0,100.0,39.0,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,100,50.0,50.0,100.0,36.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,0,20,20,20,100,50.0,50.0,100.0,37.5,45.0,A+
50,50,44,43,49.75,50,20.0,15.0,20,20.0,20,0,20,0,20,20.0,20,0,0,20,20,20,80,50.0,50.0,100.0,29.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,32.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,100,50.0,50.0,99.99,33.5,45.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,0.0,20,0,7,20,0,0.0,20,20,20,0,20,20,100,50.0,50.0,100.0,33.0,38.0,A
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,2.75,20,20,10,20,20,20,100,50.0,50.0,100.0,34.5,45.0,A+
50,50,37,24,50.0,40,10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,42.5,100.0,25.0,33.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,15,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,100,50.0,50.0,98.55,31.0,25.0,D-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,30.5,33.0,B-
35,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,99.9,38.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,100,50.0,50.0,100.0,35.0,43.0,A+
35,50,0,50,50.0,50,20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,33.0,38.0,A
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,0,100,50.0,50.0,100.0,37.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,15,8.52,20,20,20,20,20,5.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
0,0,50,50,47.73,20,20.0,10.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,27.5,35.0,41.46,28.0,32.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,35.0,B+
0,50,50,50,50.0,10,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,16,20,100,50.0,50.0,66.79,35.0,43.0,A+
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,90,50.0,50.0,100.0,31.5,44.0,A+
50,0,0,0,0.0,0,20.0,20.0,0,20.0,20,20,20,20,0,20.0,20,0,0,20,0,0,100,50.0,50.0,100.0,28.5,36.0,A-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,0,20,20,20,100,50.0,50.0,100.0,38.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,44,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,18.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,38.0,A
50,50,50,50,0.0,50,20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,0,0,0,0,20,100,50.0,50.0,100.0,40.0,44.0,A+
0,50,0,0,0.0,0,20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,0,20,20,20,20,35,0.0,0.0,0.0,32.5,22.0,E
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.5,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,18.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
20,20,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,0,20,20,20,100,50.0,50.0,100.0,26.5,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,43.0,A+
0,0,0,0,0.0,50,20.0,20.0,0,20.0,0,20,20,20,20,20.0,0,20,20,20,20,20,0,0.0,0.0,0.0,30.5,27.0,D+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,37.0,A-
50,50,50,39,50.0,10,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,0,20,0,20,60,50.0,27.5,50.99,36.5,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,44.0,A+
25,50,40,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,17.5,20.0,20,0.0,20,20,20,0,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,0,100,50.0,50.0,100.0,34.5,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,47.73,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,0,20,20,20,20,20.0,20,20,20,0,20,20,0,50.0,50.0,100.0,32.0,41.0,A+
50,50,50,50,15.34,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,33.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,0,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,0,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,25.0,32.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,30.5,37.0,A-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,14.5,0,20,20,20,20,20,100,50.0,50.0,100.0,33.0,38.0,A
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,94.67,34.5,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,0,20,20,20,0.0,20,20,20,20,0,20,100,50.0,50.0,100.0,25.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.5,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
30,50,50,50,47.73,50,20.0,20.0,20,18.83,17,0,20,20,8,0.0,10,20,20,20,20,20,100,50.0,50.0,99.99,25.5,41.0,A+
35,50,50,50,50.0,50,20.0,0.0,20,8.38,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,43.0,A+
50,0,0,0,0.0,0,20.0,20.0,0,13.87,20,20,20,0,20,20.0,0,20,0,20,0,0,100,0.0,0.0,0.0,0.0,0.0,E
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,44.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,31.5,39.0,A+
0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,E
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,4,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,0,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,26.97,50,0.0,20.0,20,20.0,0,0,0,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,15.0,20,20.0,20,10,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,40.0,A+
0,50,50,50,0.0,0,20.0,0.0,20,20.0,20,0,0,20,20,16.5,20,20,0,0,0,20,100,50.0,50.0,0.0,30.5,24.0,D-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,26.96,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,28.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.0,0.0,E
45,50,50,50,50.0,50,20.0,20.0,20,19.89,20,0,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,30.0,42.0,A+
50,50,0,25,50.0,50,20.0,20.0,20,20.0,20,20,0,0,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,29.0,44.0,A+
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,100,42.5,35.0,100.0,33.0,37.0,A-
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,23.5,36.0,A-
50,40,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,76.62,36.0,39.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,43.0,A+
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,26.5,42.0,A+
50,0,50,50,0.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,43.0,A+
50,50,50,50,50.0,50,10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,32.0,42.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,45.0,A+
50,50,32,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,10.0,20,20,20,20,20,20,95,50.0,50.0,100.0,30.5,44.0,A+
35,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
0,50,0,0,0.0,0,20.0,20.0,0,0.0,0,20,20,0,20,0.0,0,20,0,20,20,20,100,50.0,50.0,0.0,28.5,14.0,E
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,44.0,A+
35,50,50,50,50.0,50,20.0,20.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,18.5,19.0,E
50,50,40,50,50.0,0,20.0,15.0,20,7.02,20,20,20,20,20,20.0,0,20,20,20,20,20,100,50.0,50.0,100.0,35.0,33.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,20,0,0,20,100,50.0,50.0,100.0,38.0,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,45.0,A+
50,50,50,50,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,10.5,20,0,0,20,20,20,95,50.0,50.0,100.0,35.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,95,50.0,50.0,100.0,40.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,28.0,34.0,B
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,32.0,39.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.5,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,100,50.0,50.0,100.0,37.0,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,18.14,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,0,50.0,50,20.0,20.0,0,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,95,50.0,50.0,100.0,27.5,45.0,A+
35,0,50,50,0.0,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,0,0,100,50.0,50.0,0.0,32.0,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,41.0,92.49,35.0,36.0,A-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,41.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,0,20,4,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,44,50,50.0,50,20.0,15.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,100,50.0,50.0,98.18,37.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,45.0,A+
50,50,50,50,50.0,50,2.5,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.5,43.0,A+
50,50,50,50,0.0,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,0.0,26.0,29.0,C-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
0,50,0,0,0.0,0,20.0,0.0,20,20.0,20,20,20,20,0,0.0,20,0,0,0,0,0,60,0.0,0.0,0.0,38.0,0.0,E
50,50,50,50,50.0,50,20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,28.0,40.0,A+
50,50,50,50,50.0,50,0.0,20.0,0,20.0,20,20,20,20,0,20.0,20,20,20,0,0,0,100,50.0,50.0,100.0,38.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,38.0,45.0,A+
50,50,44,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,12,20,100,50.0,50.0,100.0,36.0,42.0,A+
0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,E
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
0,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,32.0,B-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,33.0,44.0,A+
50,0,50,50,0.0,0,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,0,0,100,50.0,50.0,0.0,38.5,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
30,50,50,50,50.0,0,20.0,20.0,20,20.0,0,0,20,20,16,11.0,20,20,0,0,4,20,100,50.0,50.0,99.99,30.5,29.0,C-
50,50,44,50,0.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,36.5,42.0,A+
50,50,50,50,50.0,50,20.0,0.0,20,20.0,20,20,20,0,0,0.0,0,20,20,20,8,20,100,50.0,50.0,78.33,38.0,36.0,A-
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,35.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,34.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,15,20,20,20,100,50.0,50.0,100.0,39.0,45.0,A+
30,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,29.0,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,0,0,20,20,20,100,50.0,50.0,99.99,32.5,43.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,45.0,A+
0,0,0,0,0.0,0,0.0,0.0,0,20.0,0,20,20,0,0,0.0,0,0,0,0,0,0,100,50.0,50.0,0.0,35.0,23.0,E
50,50,50,50,50.0,50,20.0,20.0,20,19.89,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,93.49,38.0,45.0,A+
50,50,44,50,50.0,50,20.0,20.0,20,20.0,20,20,20,0,20,20.0,0,0,20,20,20,20,100,50.0,0.0,100.0,35.0,40.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,44.0,A+
50,50,50,46,50.0,50,0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,99.01,34.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,42.0,A+
50,50,0,50,0.0,50,20.0,20.0,3,20.0,20,20,20,20,0,0.0,0,0,0,0,0,0,100,50.0,50.0,140.0,36.0,33.0,B-
50,50,50,50,50.0,50,2.5,20.0,20,20.0,20,20,20,20,20,20.0,0,0,0,20,20,20,100,50.0,50.0,100.0,35.0,42.0,A+
30,50,50,39,50.0,50,20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,80,45.0,50.0,77.5,39.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,20,20,100,50.0,50.0,100.0,40.0,45.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,14,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,39.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,40.0,44.0,A+
50,50,50,50,50.0,50,20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,100,50.0,50.0,100.0,37.0,37.0,A-
