Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Lab 20 (820189),Lab 21 (820190),Lab 22 (820187),Lab 23 (820188),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Homework 7 (820168),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Project 4 (820197),Extra Credit (838909),Midterm 1 (820191),Midterm 2 (820192),Final Exam (820162),Free Coding (10 pts) (840138),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assessments Current Score,Assessments Unposted Current Score,Assessments Final Score,Assessments Unposted Final Score,Labs Current Score,Labs Unposted Current Score,Labs Final Score,Labs Unposted Final Score,Homework Current Score,Homework Unposted Current Score,Homework Final Score,Homework Unposted Final Score,Projects Current Score,Projects Unposted Current Score,Projects Final Score,Projects Unposted Final Score,Midterm 1 Current Score,Midterm 1 Unposted Current Score,Midterm 1 Final Score,Midterm 1 Unposted Final Score,Midterm 2 Current Score,Midterm 2 Unposted Current Score,Midterm 2 Final Score,Midterm 2 Unposted Final Score,Final Exam Current Score,Final Exam Unposted Current Score,Final Exam Final Score,Final Exam Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,0,20,0,0,0,50,0,50,50,0,0,0,100,50,50,0,0,,38.5,43,54,,,,0,0,100,100,100,100,77.78,77.78,77.78,77.78,50,50,50,50,50,50,50,50,96.25,96.25,96.25,96.25,107.5,107.5,107.5,107.5,84.38,84.38,84.38,84.38,,,0,0,,,,,76.6,76.6,76.6,76.6,C,C,C,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,,40,45,56,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,100,100,100,100,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,,,0,0,,,,,98.75,98.75,98.75,98.75,A,A,A,A
20,20,20,20,0,0,20,20,16,11,20,20,0,0,4,20,20,10,20,20,30,50,50,50,50,0,34,100,50,50,99.99,25,10,30.5,29,42.5,,,,0,0,0,0,0,0,78.06,78.06,78.06,78.06,88,88,88,88,83.75,83.75,83.75,83.75,76.25,76.25,76.25,76.25,72.5,72.5,72.5,72.5,66.41,66.41,66.41,66.41,,,0,0,,,,,77.04,77.04,77.04,77.04,C+,C+,C+,C+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,44,50,0,50,50,100,50,50,100,50,,39,44,53,,,,0,0,,,0,0,100,100,100,100,98,98,98,98,87.5,87.5,87.5,87.5,97.5,97.5,97.5,97.5,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,94.36,94.36,94.36,94.36,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,36.5,42,53.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,105,105,105,105,83.59,83.59,83.59,83.59,,,0,0,,,,,96.16,96.16,96.16,96.16,A,A,A,A
20,0,20,20,20,20,20,0,0,0,0,20,20,20,8,20,20,15,0,12,50,50,50,50,50,50,0,100,50,50,78.33,0,,38,36,48,,,,0,0,100,100,100,100,70.83,70.83,70.83,70.83,100,100,100,100,69.58,69.58,69.58,69.58,95,95,95,95,90,90,90,90,75,75,75,75,,,0,0,,,,,80.77,80.77,80.77,80.77,B-,B-,B-,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,35,45,57,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,112.5,112.5,112.5,112.5,89.06,89.06,89.06,89.06,,,0,0,,,,,97.81,97.81,97.81,97.81,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,34,45,53,10,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,85,85,85,112.5,112.5,112.5,112.5,82.81,82.81,82.81,82.81,100,100,100,100,,,,,101.19,101.19,101.19,101.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,15,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.63,99.63,99.63,99.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,50,100,50,50,100,75,,29,43,48,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,72.5,72.5,72.5,72.5,107.5,107.5,107.5,107.5,75,75,75,75,,,0,0,,,,,90.44,90.44,90.44,90.44,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.99,100,,32.5,43,53,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,107.5,107.5,107.5,107.5,82.81,82.81,82.81,82.81,,,0,0,,,,,94.04,94.04,94.04,94.04,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,45,59.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,92.97,92.97,92.97,92.97,,,0,0,,,,,99.34,99.34,99.34,99.34,A,A,A,A
0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,75,,35,23,50,,,,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,0,0,0,68.75,68.75,68.75,68.75,87.5,87.5,87.5,87.5,57.5,57.5,57.5,57.5,78.13,78.13,78.13,78.13,,,0,0,,,,,57.06,57.06,57.06,57.06,E,E,E,E
20,20,20,19.89,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,62,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,96.88,96.88,96.88,96.88,,,0,0,,,,,101.25,101.25,101.25,101.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,93.49,75,,38,45,56.5,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,92.12,92.12,92.12,92.12,95,95,95,95,112.5,112.5,112.5,112.5,88.28,88.28,88.28,88.28,,,0,0,,,,,96.81,96.81,96.81,96.81,A,A,A,A
20,20,20,20,20,20,20,0,20,20,0,0,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,0,100,100,,35,40,54,,,,0,0,0,0,0,0,88.89,88.89,88.89,88.89,100,100,100,100,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,100,100,100,100,84.38,84.38,84.38,84.38,,,0,0,,,,,90.21,90.21,90.21,90.21,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,44,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,110,110,110,110,76.56,76.56,76.56,76.56,,,0,0,,,,,95.69,95.69,95.69,95.69,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,50,50,50,46,50,50,50,100,50,50,99.01,75,,34,44,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.5,93.5,93.5,93.5,85,85,85,85,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,94.19,94.19,94.19,94.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,37,42,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,92.5,92.5,92.5,92.5,105,105,105,105,76.56,76.56,76.56,76.56,,,0,0,,,,,93.38,93.38,93.38,93.38,A,A,A,A
20,20,3,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,50,50,100,50,50,140,140,,36,33,55,,,,0,0,0,0,0,0,39.72,39.72,39.72,39.72,83.33,83.33,83.33,83.33,120,120,120,120,90,90,90,90,82.5,82.5,82.5,82.5,85.94,85.94,85.94,85.94,,,0,0,,,,,87.35,87.35,87.35,87.35,B+,B+,B+,B+
2.5,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,35,42,48,10,,,0,0,0,0,0,0,89.58,89.58,89.58,89.58,100,100,100,100,93.75,93.75,93.75,93.75,87.5,87.5,87.5,87.5,105,105,105,105,75,75,75,75,100,100,100,100,,,,,95.75,95.75,95.75,95.75,A,A,A,A
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,39,50,50,50,80,45,50,77.5,87.5,,39,45,57,,,,0,0,100,100,100,100,100,100,100,100,96.33,96.33,96.33,96.33,85,85,85,85,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,89.06,89.06,89.06,89.06,,,0,0,,,,,95.2,95.2,95.2,95.2,A,A,A,A
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,51,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,79.69,79.69,79.69,79.69,,,0,0,,,,,97.81,97.81,97.81,97.81,A,A,A,A
20,20,20,20,20,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,44,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,110,110,110,110,87.5,87.5,87.5,87.5,,,0,0,,,,,98.63,98.63,98.63,98.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,59,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,92.19,92.19,92.19,92.19,,,0,0,,,,,99.94,99.94,99.94,99.94,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,37,52,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,81.25,81.25,81.25,81.25,,,0,0,,,,,94,94,94,94,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,45,50,100,25,,32.5,42,55,10,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,80,80,80,80,81.25,81.25,81.25,81.25,105,105,105,105,85.94,85.94,85.94,85.94,100,100,100,100,,,,,95.13,95.13,95.13,95.13,A,A,A,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,,38,44,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,95,95,95,95,110,110,110,110,95.31,95.31,95.31,95.31,,,0,0,,,,,96.69,96.69,96.69,96.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,50,100,50,50,100,100,,40,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.63,100.63,100.63,100.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.25,100.25,100.25,100.25,A,A,A,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,,37,41,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,92.5,92.5,92.5,92.5,102.5,102.5,102.5,102.5,85.94,85.94,85.94,85.94,,,0,0,,,,,91.75,91.75,91.75,91.75,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.25,100.25,100.25,100.25,A,A,A,A
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,42,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,105,105,105,105,81.25,81.25,81.25,81.25,,,0,0,,,,,96.25,96.25,96.25,96.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,43,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,107.5,107.5,107.5,107.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.25,99.25,99.25,99.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,42,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,105,105,105,105,87.5,87.5,87.5,87.5,,,0,0,,,,,98.25,98.25,98.25,98.25,A,A,A,A
20,0,20,19.91,7,0,20,20,0,20,20,20,20,14,12,0,0,0,0,0,0,50,50,50,50,0,0,100,50,50,0,0,,40,43,55,,,,0,0,100,100,100,100,59.14,59.14,59.14,59.14,66.67,66.67,66.67,66.67,50,50,50,50,100,100,100,100,107.5,107.5,107.5,107.5,85.94,85.94,85.94,85.94,,,0,0,,,,,76.35,76.35,76.35,76.35,C,C,C,C
0,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,36,42,51,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,105,105,105,105,79.69,79.69,79.69,79.69,,,0,0,,,,,95.19,95.19,95.19,95.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,,,0,0,,,,,99.38,99.38,99.38,99.38,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,36.5,45,42,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,112.5,112.5,112.5,112.5,65.63,65.63,65.63,65.63,,,0,0,,,,,93.69,93.69,93.69,93.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.93,75,,40,45,47,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,93.73,93.73,93.73,93.73,100,100,100,100,112.5,112.5,112.5,112.5,73.44,73.44,73.44,73.44,,,0,0,,,,,95,95,95,95,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37.5,44,56,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,110,110,110,110,87.5,87.5,87.5,87.5,,,0,0,,,,,98.06,98.06,98.06,98.06,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,100.94,100.94,100.94,100.94,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,44,56.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,110,110,110,110,88.28,88.28,88.28,88.28,,,0,0,,,,,98.78,98.78,98.78,98.78,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,49.75,50,50,100,50,50,100,100,,35,44,45,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,110,110,110,110,70.31,70.31,70.31,70.31,,,0,0,,,,,93.69,93.69,93.69,93.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50,50,100,25,,36,45,59,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,90,90,90,90,112.5,112.5,112.5,112.5,92.19,92.19,92.19,92.19,,,0,0,,,,,94.13,94.13,94.13,94.13,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,80,50,50,100,100,,40,42,59,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,100,100,100,100,105,105,105,105,92.19,92.19,92.19,92.19,,,0,0,,,,,97.94,97.94,97.94,97.94,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,36,42,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,90,90,90,90,105,105,105,105,82.81,82.81,82.81,82.81,,,0,0,,,,,94.25,94.25,94.25,94.25,A,A,A,A
20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.63,100.63,100.63,100.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,100,100,100,100,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,75,,37.5,44,62,,,,0,0,0,0,0,0,94.44,94.44,94.44,94.44,100,100,100,100,93.75,93.75,93.75,93.75,93.75,93.75,93.75,93.75,110,110,110,110,96.88,96.88,96.88,96.88,,,0,0,,,,,97.54,97.54,97.54,97.54,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,57,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,89.06,89.06,89.06,89.06,,,0,0,,,,,99.69,99.69,99.69,99.69,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,32,50,50,0,100,50,26.5,75,0,,36.5,45,48,,,,0,0,100,100,100,100,100,100,100,100,77.33,77.33,77.33,77.33,62.88,62.88,62.88,62.88,91.25,91.25,91.25,91.25,112.5,112.5,112.5,112.5,75,75,75,75,,,0,0,,,,,84.01,84.01,84.01,84.01,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,5,20,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,75,,37,45,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,,,0,0,,,,,96.69,96.69,96.69,96.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,85.94,85.94,85.94,85.94,,,0,0,,,,,98.69,98.69,98.69,98.69,A,A,A,A
20,20,20,0,20,20,20,20,20,16,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,34.5,42,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.25,86.25,86.25,86.25,105,105,105,105,90.63,90.63,90.63,90.63,,,0,0,,,,,96.81,96.81,96.81,96.81,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,15,,40,45,54,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,78.75,78.75,78.75,78.75,100,100,100,100,112.5,112.5,112.5,112.5,84.38,84.38,84.38,84.38,,,0,0,,,,,93.44,93.44,93.44,93.44,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,35.05,50,50,100,50,50,100,25,,35,45,56,,,,0,0,100,100,100,100,100,100,100,100,95.02,95.02,95.02,95.02,81.25,81.25,81.25,81.25,87.5,87.5,87.5,87.5,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,,,0,0,,,,,92.31,92.31,92.31,92.31,A-,A-,A-,A-
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,100,50,50,100,75,1200,0,0,0,,,,0,0,100,100,100,100,0,0,0,0,16.67,16.67,16.67,16.67,393.75,393.75,393.75,393.75,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,100.1,100.1,100.1,100.1,A,A,A,A
10,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,34.5,42,45,,,,0,0,100,100,100,100,97.22,97.22,97.22,97.22,100,100,100,100,100,100,100,100,86.25,86.25,86.25,86.25,105,105,105,105,70.31,70.31,70.31,70.31,,,0,0,,,,,92.33,92.33,92.33,92.33,A-,A-,A-,A-
10,20,20,20,20,4,20,20,20,20,20,20,10,4,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,59,,,,0,0,100,100,100,100,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,92.19,92.19,92.19,92.19,,,0,0,,,,,98.81,98.81,98.81,98.81,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,0,50,100,50,50,100,100,,36,42,49.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,105,105,105,105,77.34,77.34,77.34,77.34,,,0,0,,,,,94.72,94.72,94.72,94.72,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,33,50,50,50,80,50,50,100,15,,30.5,34,46,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,73.75,73.75,73.75,73.75,76.25,76.25,76.25,76.25,85,85,85,85,71.88,71.88,71.88,71.88,,,0,0,,,,,82,82,82,82,B-,B-,B-,B-
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,,38,44,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,95,95,95,95,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,94.19,94.19,94.19,94.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,90.63,90.63,90.63,90.63,,,0,0,,,,,99.63,99.63,99.63,99.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,50,50,50,0.09,50,50,100,50,50,100,100,,33,43,48,,,,0,0,100,100,100,100,100,100,100,100,98.33,98.33,98.33,98.33,100,100,100,100,82.5,82.5,82.5,82.5,107.5,107.5,107.5,107.5,75,75,75,75,,,0,0,,,,,93.33,93.33,93.33,93.33,A,A,A,A
20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,44,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,110,110,110,110,85.94,85.94,85.94,85.94,,,0,0,,,,,97.94,97.94,97.94,97.94,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,100.63,100.63,100.63,100.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,10,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,41,55.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,102.5,102.5,102.5,102.5,86.72,86.72,86.72,86.72,,,0,0,,,,,96.59,96.59,96.59,96.59,A,A,A,A
