Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Extra Credit (838909),Midterm 1 (820191),Midterm 2 (820192),Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Final Score,Final Grade
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,37,24,50,40,100,50,42.5,100,,25,33,,,0,0,83.17,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,100.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,98.55,,31,25,,,0,0,77.16,C+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,30.5,33,,,0,0,88.5,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,37,42,,,0,0,95.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,99.9,,38,44,,,0,0,95.74,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,96.56,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,35,43,,,0,0,96.59,A
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,0,50,50,50,100,50,50,100,,33,38,,,0,0,83.31,B
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,,37,43,,,0,0,92.19,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,97.44,A
20,20,15,8.52,20,20,20,20,20,5,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,96.92,A
20,10,0,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,50,47.73,20,100,27.5,35,41.46,,28,32,,,0,0,68.34,D+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,35,,,0,0,94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,0,50,50,50,50,10,100,50,50,66.79,,35,43,,,0,0,86.47,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,90,50,50,100,,31.5,44,,,0,0,87.38,B+
20,20,0,20,20,20,20,20,0,20,20,0,0,20,0,0,50,0,0,0,0,0,100,50,50,100,,28.5,36,,,0,0,76.22,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,97.75,A
20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,43,,,0,0,91,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,100,100,100,100,100.94,A
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,50,50,44,50,50,50,100,50,50,100,,38,44,,,0,0,98.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,38,,,0,0,93.56,A
20,20,20,20,20,20,20,20,20,0,20,0,0,0,0,20,50,50,50,50,0,50,100,50,50,100,,40,44,,,0,0,87.13,B+
20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,0,50,0,0,0,0,35,0,0,0,,32.5,22,,,0,0,56.25,E
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36.5,42,,,0,0,95.69,A
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.38,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,100,50,50,100,,26.5,40,,,0,0,88.31,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,96.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,45,,,0,0,100.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,43,,,0,0,94.94,A
20,20,0,20,0,20,20,20,20,20,0,20,20,20,20,20,0,0,0,0,0,50,0,0,0,0,,30.5,27,,,0,0,37.4,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,37,,,0,0,91.69,A-
0,20,20,20,20,20,20,20,20,20,20,0,0,20,0,20,50,50,50,39,50,10,60,50,27.5,50.99,,36.5,43,100,100,100,100,87.68,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,44,,,0,0,98.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,50,40,50,50,50,100,50,50,100,,35.5,45,,,0,0,93.29,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,43,,,0,0,97.73,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,98.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,101.25,A
17.5,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,44,,,0,0,94.73,A
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,0,50,50,50,50,50,50,100,50,50,100,,34.5,43,,,0,0,93.23,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,93.72,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,47.73,50,100,50,50,100,,36.5,45,,,0,0,90.17,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,101.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,96.38,A
0,20,20,20,0,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,0,50,50,100,,32,41,,,0,0,85.6,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,15.34,50,100,50,50,100,,33.5,45,,,0,0,91.63,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,96.41,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,100,50,50,100,,25,32,100,100,100,100,83.25,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,30.5,37,,,0,0,91.88,A-
20,20,20,20,20,20,20,20,20,14.5,0,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,33,38,,,0,0,89.21,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,94.67,,34.5,41,,,0,0,94.85,A
20,20,20,20,20,0,20,20,20,0,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,25.5,45,,,0,0,91.85,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,45,,,0,0,99.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99.63,A
20,20,20,18.83,17,0,20,20,8,0,10,20,20,20,20,20,30,50,50,50,47.73,50,100,50,50,99.99,,25.5,41,,,0,0,81.17,B-
20,0,20,8.38,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,39,43,,,0,0,100.13,A
20,20,0,13.87,20,20,20,0,20,20,0,20,0,20,0,0,50,0,0,0,0,0,100,0,0,0,,0,0,,,0,0,15.99,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98.63,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,31.5,39,,,0,0,93,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,43,,,0,0,96.22,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,96.88,A
20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,42,,,0,0,93.31,A
20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,96.53,A
0,20,20,20,0,0,0,20,20,20,20,20,20,20,20,20,50,50,50,50,26.97,50,100,50,50,100,,37,45,100,100,100,100,97.21,A
20,15,20,20,20,10,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,40,,,0,0,98.44,A
20,0,20,20,20,0,0,20,20,16.5,20,20,0,0,0,20,0,50,50,50,0,0,100,50,50,0,,30.5,24,,,0,0,63,D
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,98.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,100,50,50,100,,28,44,,,0,0,92.63,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.69,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37,0,,,0,0,28.41,E
20,20,20,19.89,20,0,20,20,20,20,20,20,20,20,20,20,45,50,50,50,50,50,100,50,50,100,,30,42,,,0,0,90.12,A-
20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,50,50,0,25,50,50,100,50,50,100,,29,44,,,0,0,85.29,B
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,0,50,50,50,50,50,100,42.5,35,100,,33,37,,,0,0,83.28,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,100,50,50,100,,23.5,36,,,0,0,84.97,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,40,50,50,50,50,100,50,50,76.62,,36,39,,,0,0,95.1,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,44,,,0,0,91,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,44,,,0,0,96,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,43,100,100,100,100,101.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,100,50,50,100,,26.5,42,,,0,0,87.25,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,0,50,100,50,50,100,,37,43,,,0,0,94.58,A
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,32,42,100,100,100,100,96.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,45,,,0,0,99.56,A
20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,50,50,32,50,50,50,95,50,50,100,3,30.5,44,,,0,0,94.38,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,40,45,100,100,100,100,100,A
20,20,0,0,0,20,20,0,20,0,0,20,0,20,20,20,0,50,0,0,0,0,100,50,50,0,,28.5,14,,,0,0,55.94,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,44,,,0,0,98.5,A
20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,18.5,19,,,0,0,74.06,C
20,15,20,7.02,20,20,20,20,20,20,0,20,20,20,20,20,50,50,40,50,50,0,100,50,50,100,,35,33,,,0,0,84.21,B
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,98.56,A
20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,20,50,50,50,50,50,50,100,50,50,100,,38,41,,,0,0,90.04,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,97.19,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.94,A
20,20,20,20,20,20,20,20,20,10.5,20,0,0,20,20,20,50,50,50,50,50,50,95,50,50,100,,35,43,,,0,0,94.27,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,95,50,50,100,,40,43,,,0,0,93,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,28,34,,,0,0,87.94,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,32,39,,,0,0,90.06,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38.5,44,,,0,0,99.38,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,37,40,100,100,100,100,102.31,A
20,20,20,18.14,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,41,,,0,0,98.06,A
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,100,100,100,100,104.94,A
20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,0,50,50,100,50,50,100,,40,45,,,0,0,98.75,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,95,50,50,100,,27.5,45,,,0,0,92.19,A-
20,20,20,20,20,20,20,20,20,20,0,20,0,20,0,0,35,0,50,50,0,0,100,50,50,0,0,32,40,100,100,100,100,79.4,C+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,98.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,41,92.49,,35,36,,,0,0,88.41,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,41,,,0,0,94.88,A
20,20,20,20,20,20,20,20,20,20,0,0,20,4,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,94.48,A
20,15,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,44,50,50,50,100,50,50,98.18,,37,43,,,0,0,95.36,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,45,,,0,0,95.88,A
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,100,100,100,100,101.06,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,98.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,43,,,0,0,94.38,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,0,100,50,50,0,,26,29,,,0,0,75.83,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,93.44,A
20,0,20,20,20,20,20,20,0,0,20,0,0,0,0,0,0,50,0,0,0,0,60,0,0,0,,38,0,,,0,0,26.33,E
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,28,40,100,100,100,100,93.63,A
0,20,0,20,20,20,20,20,0,20,20,20,20,0,0,0,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,92.21,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,45,,,0,0,98.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,20,50,50,44,50,50,50,100,50,50,100,,36,42,,,0,0,95.5,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,100.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,101.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,100,50,50,100,,39,32,,,0,0,93.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,33,44,,,0,0,93.25,A
20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,0,50,0,50,50,0,0,100,50,50,0,,38.5,43,,,0,0,76.6,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,98.75,A
20,20,20,20,0,0,20,20,16,11,20,20,0,0,4,20,30,50,50,50,50,0,100,50,50,99.99,10,30.5,29,,,0,0,77.04,C+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,44,50,0,50,100,50,50,100,,39,44,,,0,0,94.36,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36.5,42,,,0,0,96.16,A
20,0,20,20,20,20,20,0,0,0,0,20,20,20,8,20,50,50,50,50,50,50,100,50,50,78.33,,38,36,,,0,0,80.77,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,97.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,45,100,100,100,100,101.19,A
20,20,20,20,20,20,20,20,20,20,20,20,15,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,100,50,50,100,,29,43,,,0,0,90.44,A-
20,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,50,50,50,50,50,50,100,50,50,99.99,,32.5,43,,,0,0,94.04,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,99.34,A
0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,,35,23,,,0,0,57.06,E
20,20,20,19.89,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,101.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,93.49,,38,45,,,0,0,96.81,A
20,20,20,20,20,20,20,0,20,20,0,0,20,20,20,20,50,50,44,50,50,50,100,50,0,100,,35,40,,,0,0,90.21,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,44,,,0,0,95.69,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,46,50,50,100,50,50,99.01,,34,44,,,0,0,94.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,42,,,0,0,93.38,A
20,20,3,20,20,20,20,20,0,0,0,0,0,0,0,0,50,50,0,50,0,50,100,50,50,140,,36,33,,,0,0,87.35,B+
2.5,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,42,100,100,100,100,95.75,A
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,30,50,50,39,50,50,80,45,50,77.5,,39,45,,,0,0,95.2,A
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,97.81,A
20,20,20,20,20,14,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,37,,,0,0,94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,45,50,100,,32.5,42,100,100,100,100,95.13,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,96.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.25,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,41,,,0,0,91.75,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.25,A
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,42,,,0,0,96.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,43,,,0,0,99.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,42,,,0,0,98.25,A
20,0,20,19.91,7,0,20,20,0,20,20,20,20,14,12,0,0,50,50,50,50,0,100,50,50,0,,40,43,,,0,0,76.35,C
0,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,42,,,0,0,95.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.38,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36.5,45,,,0,0,93.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,99.93,,40,45,,,0,0,95,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,44,,,0,0,98.06,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98.78,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,49.75,50,100,50,50,100,,35,44,,,0,0,93.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,100,50,50,100,,36,45,,,0,0,94.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,80,50,50,100,,40,42,,,0,0,97.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,42,,,0,0,94.25,A
20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,44,,,0,0,97.54,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.69,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,32,50,50,100,50,26.5,75,,36.5,45,,,0,0,84.01,B
20,20,20,20,20,20,20,20,20,20,20,20,5,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,96.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,98.69,A
20,20,20,0,20,20,20,20,20,16,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,42,,,0,0,96.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,93.44,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,35.05,50,100,50,50,100,,35,45,,,0,0,92.31,A-
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,100,50,50,100,1200,0,0,,,0,0,100.1,A
10,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,42,,,0,0,92.33,A-
10,20,20,20,20,4,20,20,20,20,20,20,10,4,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,98.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,0,100,50,50,100,,36,42,,,0,0,94.72,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,33,50,50,80,50,50,100,,30.5,34,,,0,0,82,B-
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,94.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,50,50,50,0.09,50,100,50,50,100,,33,43,,,0,0,93.33,A
